tweet,label
mohon kaji lagi   kabid mitigasi gempa dan tsunami bmkg daryono kata rencana pindah ibu kota baru harus rencana cara matang kondisi geografis dari kalimantan dasar data bmkg temu pernah jadi gempa dan tsunami pic twitter com kyctlvhezo,-1
pak presiden tolong d kaji dulu pindah ibu kota karena rakyat kita masih banyak miskin anggur d mana,-1
jalan dengan proses pindah ibu kota bmkg juga sudah siap rencana tambah sensor gempa di pulau kalimantan ,1
pindah ibu kota tidak untung ekonomi cara signifikan ,-1
pindah ibu kota cuma alih isu haha,-1
bambang kata kaji pindah ibu kota,0
soal pindah ibu kota amat ikan dua catat ,0
pingin samyang malem2 karna lewat emois sama pindah ibu kota dan blokir internet papua,-1
apa yang jadi berat kalang dpr hadap rencana pindah ibu kota apakah bahas ruu ibu kota baru akan jalan mulus di dpr nonton bahas di duaarah pkl 22 00 wib live streaming pic twitter com qfl4tysvwm,0
berapa urgensi pindah ibu kota ,0
jokowi sudah putus pindah ibu kota bakal tel dana hingga rp 466 triliun,1
gerindra dukung pindah ibu kota tetapi   wakil ketua komisi ii dpr itu juga mengat ,1
alih soal papua belum usai makin kesini makin panas sontak perintah putus pindah ibu kota ibukotabaru,-1
pak f tolong rekomendasi tempat yg bisa tampung 6 661 orang sana perihal event dari kantor sy kait pindah ibu kota terima kasih ,0
di jumlah negara pindah ibu kota tidak mulus yang bayang,-1
gerindra eksekutif jangan pihak putus pindah ibu kota  dari sisi mampu biaya pindah ibukota itu butuh dana yang besar hampir rp 500 triliun tanya uang ada atau tidak sementara sampai saat ini kita defisit anggar,-1
apakah pindah ibu kota itu tanpa biaya jika ada biaya bagaimana jika pakai untuk bayar hutang ln indonesia saja kalau ibu kota pindah ke kalimantan akan dampak utang wilayah hijau di indonesia atau jakarta mau di ubah jadi hutan,-1
gerindra dukung pindah ibu kota tetapi   wakil ketua komisi ii dpr itu juga kata pindah ibu kota bukan perkara yang mudah turut dia perintah harus timbang mampu uang negara,-1
jadi udah sah atau masih obrol warkop pindah ibu kota tuh sih,0
masyarakat kalimantan timur pasti terima pindah ibu kota pic twitter com 7pd43yqiph,1
pindah ibu kota juga nafi masalah lingkung yang hadap jakarta dan kalimantan yang harus jadi perhati utama presiden untuk pulih ada 625 izin tambang di calon ibu kota baru ,1
oalah publik bisa baca kaji dalam bappenas kait pindah ibu kota di mana ya ,0
studi dalam naskah akademis pindah ibu kota bisa akses mana ya kampus perlu tauu,0
tahap awal pindah ibu kota mulai tahun 2020 ibukota merahputih merahputih ,1
ketua dpr dukung pindah ibu kota ke kaltim ,1
presiden joko widodo sampai butuh biaya pindah ibu kota capai rp466 triliun butuh biaya sebut hanya 19 persen akan penuh dari apbn biayapemindahanibukota  ,1
pdip  di komisi xi pindah ibu kota pernah bicara  lewat net,0
ibukotabaru pimpin buat putus pindah ibu kota pasti ada banyak timbang pasti udah konsultasi ke nasihat uang ahli lingkung hidup ahli bangun kota timbang kritik dan saran analisis ini itu banyak bgt jadi jangan bacot ngegas dulu,1
anies pasti pindah ibu kota tak ganggu bangun jakarta pic twitter com jhzladgnu6,1
lagi cari thread tentang pindah ibu kota,0
tuju gak tuju sih soal kayak ada bbrp yg perlu korban gitu kan pindah ibu kota pun gak serta merta semua bakal pindah di sana dan bakal banyak efek juga sih ini,0
apakah belum ada dasar hukum untuk pindah ibu kota negara  pic twitter com omjzc7ytrd,0
maksud dalam umum presiden tadi jelas bahwa sudah surat ke dpr ri untuk aju pindah ibu kota dan presiden sendiri sadar kalau pindah ibu kota harus tuju anggota dpr ri jadi masalah di mana atau lucu di mana,1
pindah ibu kota harus laksana dengan perhati lingkung hidup prinsip sustainable finance and development harus depan jangan terlalu fokus pada bangun kota tapi korban lingkung hidup duaarah ibukotabaru,-1
pindah ibu kota itu benar buat wujudin cita2 dukung pak prabowo masa pilpres dulu pada akhir yg dulu ada di gmaps istana negara kertanegara bakal sampean ya istana kuta kartanegara beda dikit gpp masih mirip selamat ya pak jokowi dan pak prabowo,1
gagas sejak era soekarno presiden jokowi jelas alas perlu pindah ibu kota negara  indonesiaibukotabaru sdmunggulindonesiamaju jokowimembangunindonesia,1
mantap selamat atas pindah ibu kota negara republik indonesia,1
pindah ibu kota jadi hal yang paling tarik untuk bincang dalam satu minggu saja ada 20 000 lebih akun yang bicara soal pindah ibu kota rustika herlambang opsimetrotv welcomedkikaltim ibukotabaru pic twitter com bpkiowuzx8,0
timbang sayyida ali luar biasa tunjuk cerdas dan kebangsawanan beliau kalau kasus pindah ibu kota skrg tunjuk hal yg balik jauh dari sayyidina ali allahu alam,-1
jawapan kalian paling jg isu pindah ibu kota bkn ad di rezim ini dr dl iya emang betul tp lihat kondisi adil sosial bg slrh rakyt indonsia jungkir balik anggar g ad kalau mengharapkn semua hutang untk mbangun akan lbh pintar,-1
pada sibuk tentang pindah ibu kota ya aku b aja reaksi positivisme aja dah sama perintah,0
jika putus pindah ibu kota ada di era pak jkw tidak harus mesti selesai di era pak jokowi ingat begitu besar skala dalam semua aspek insya allah yang mulai tidak akan kalah besar dengan yang lanjut dan selesai,1
ekonom sebut pindah ibu kota tak kuat dongkrak ekonomi ,-1
presiden jokowi surati dpr soal pindah ibu kota negara  pic twitter com n9iqpvwiy8,0
simpul dan data kaji dari tri atau badan harus buka ketika presiden umum pindah ibu kota,-1
wawancara para kepala daerah di penjuru kaltim lepas presiden jokowi tetap lokasi ibu kota negara para petinggi bumi etam amat syukur selip harap besar di balik pindah pusat perintah lengkap ketuk pic twitter com lkvxjids27,1
mungkin pindah ibu kota laku cara adil simak tulis dari kawan ikut ibukotaindonesia ibukotapindah ibukotabaru ,0
pindah ibu kota dari jakarta ke kalimantan timur perlu penuh syarat formal yaitu dari sisi legalitas dan anggar ,-1
soal pindah ibu kota asli gue masih belum ngerti plus minus ada yang bisa rekomendasi artikel panjang yang comprehensif soal ini,0
bener ini klo cm papar yang ada di file ppt itu emang gak layak jadi alas pindah ibu kota ,-1
jokowi sebut strategi baru perlu masuk buat regulasi bacaindoposaja ibukotanegarabaru pemindahanibukota runningtext ,1
harus uu tuntas belum pindah ibu kota umum ,-1
saya baru tau pindah ibu kota negara ke kaltim di karena sudah habis masa kontrak nya di dki kalahmonceribukotadipindah,-1
ekonom ui pindah ibu kota tidak untung ekonomi cara signifikan ,-1
ekonom indef fadhil hasan saya lihat cara pandang adalah dengan pindah ibu kota ini akan cipta trigger sehingga ekonomi beri multiplier effect hadap daerah lain cnnidprimenews pic twitter com fssgvwi9vt,1
breaking  gagas sejak era soekarno presiden jokowi jelas alas perlu pindah ibu kota negara pilih pemilihanid lelemuku,1
twittizen sahred alas pindah ibu kota karena beban jakarta sudah terlalu berat pic twitter com 0uodlnl12z,1
gdn alas pindah ibu kota karena beban jakarta sudah terlalu berat pic twitter com cijofd4rjr,1
suara bogor shared alas pindah ibu kota karena beban jakarta sudah terlalu berat pic twitter com 6kzu7hi4vy,1
cuma pikir apa umum pindah ibu kota itu sbg bentuk alih isu dari keras  blokir internet di papua,0
telkomsel pindah ibu kota momen pas perata jaring telekomunikasi ,1
turut amal bahas undang soal pindah ibu kota tidak hanya kait dengan perintah lain lintas sektor,0
alas sy tidak tuju karena perintah belum mampu jelas alas utama pindah ibu kota di sisi lain masih banyak masalah yg lebih penting yg harus di selesai oleh perintah,-1
selamat petang sobatani presiden republik indonesia ir joko widodo jelas bahwa konteks pindah ibu kota adalah perata ekonomi di seluruh pulau di indonesia dengan begitu akan dorong ,1
bro pindah ibu kota itu rupa anugerah untuk presiden lanjut  sedang bangun dikhabarkan makan waktu 4 thn  sedang mulai bangun awal thn 2021 ,1
beban berat bkn pada jakarta sj pindah bukan solusi dari bagai masalah di ibu kota ,-1
tabrak undang republik indonesia nomor 29 tahun 2007 ttg pindah ibu kota negara tidak bisa laku oleh presiden dia harus dapat tuju dpr ubah atau revisi dulu uu no 29 tahun 2007 baru putus mana  presidentfailure,-1
aspek hukum pindah ibu kota harus jelas belum umum ,-1
pada 2022 hingga 2024 datang pindah ibu kota akan fokus pada bangun kawasan inti pusat perintah dan kawasan prioritas seperti bangun gedung perintah jalan  infrastruktur tunjang lain tahun 2024 target untuk pindah ibu kota aiman kompastv pic twitter com a5q1mebchm,1
pindah ibu kota telah lewat beberapa kaji masuk tinjau dua lokasi yang sering sebut akan jadi calon ibu kota baru yakni najam paser utara dan kuta kartanegara aiman kompastv,1
polri tak berat pindah ibu kota ke kalimantan timur ,1
tak sangka pindah ibu kota butuh dana besar rp 466 triliun kata jokowi 19 persen asal dari apbn ibukotabaru removebanser sapapuasaindonesia bubarkanbangser ,-1
perintah segera siap ruu pindah ibu kota ke kaltim ,1
segitu banyak masalah di indonesia knp fokus di pindah ibu kota ya,-1
pindah ibu kota bukan hak perogatif presiden,-1
pindah ibu kota butuh waktu lebih dari satu tahun ,1
habis wacana pindah ibu kota baru selesai masalah di papua moga papua bisa pulih dan bangkit kembali,1
agree with kang emil sehat badan dan finansial uang negara  ketika arsitek indonesia jadi gubernur jabar kritik putus jokowi soal pindah ibu kota,0
dana pindah ibu kota yang asal dari apbn anggap bagai investasi yang bisa picu dunia usaha untuk ikut bantu dana pindah ibu kota ,1
kait pindah ibu kota ridwan kamil  boros lahan ,-1
aku kira pindah ibu kota ini hanya akan jadi wacana saja anak gak percaya soal,-1
dpr ri pindah ibu kota harus perhati lestari lingkung pic twitter com rcieb7e0p6,0
kapan hti fpi pindah ke alam kubur moga pindah ibu kota ke kaltim bukan karena terlalu bising dengar gaduh atas nama agama dan tidak mampu berantas radikalisme rasialisme intoleransi di pulau jawa,-1
goodbye dki goodbye jkt58 mohon bantu bu untuk tenggelam jkt58 telah selesai pindah ibu kota ya sekali sama gabenernya ibukotabaru ibukotapindah ekspresi anies saat jokowi putus ibu kota pindah ke kaltim,0
syukur udah pernah ke najam jauh belum ada putus pindah ibu kota udah paling bener emang biar ada perata bangun akhir jalan tol dalam kota pun makin lancar ahay,1
pindah ibu kota baru akan dampak positive untuk minta tenaga kerja bary namnya ibu kota baru perusahan2 besar akan pindah kesana dan cara tidak langsung perusahan2 ini butuh teenaga kerja ,1
pindah ke kaltim anggar rp 466 triliun pindah ibu kota ri bukan cuma dari apbn begini skema,1
  pindah ibu kota telan biaya rp466 triliun duit dari mana,-1
moga alam kita yg di kalimantan tidak ganggu lagi oleh aktivitas keserahkahan manusia moga dengan pindah ibu kota di kaltim tidak meganggu atau rusak alam kita yg ada di sana untuk indonesia moga jadi lebih baik dan terus baik ibukotabaru,1
ketika khalifah ali bin abi thalib pindah ibu kota negara ibukotabaru politik kuasa di kota nabi yang suci sungguh tak bayang pindah ibu kota dari kota suci nabi ke wilayah yang cukup jauh yaitu kufah irak sekarang prof  ,0
anggota dpr ri daerah pilih kalimantan timur kaltim hetifah sjaifudian ingat beberapa hal ke perintah agar proses pindah ibu kota sukses ,0
jokowi telah serah surat rencana pindah ibu kota ke dpr ,0
kalau ga sekarang kapan lagi kalau nunggu anak gunung krakatau letus ya silah sih emang banyak penting org yg ga mau pindah ibu kota aku sih dukung pindah ibukota jd ga semrawut,1
pak apa baik gak voting saja sama rakyat indonesia kaya milu gitu karena bagi besar warga kurang tuju ada pindah ibu kota ini pak jadi kan biar adil begitu,-1
pindah ibu kota itu kurang macet yang di keluh rakyat atau pindah jabat yang keluh macet dan biar rakyat cc,0
moga telah tetap pindah ibu kota negara ke kaltim gubernur tdk bikin putus  pernyataan2 yg kontroversi ky kemarin2 amen  ibukotabaru,1
pindah ibu kota tanda lari dari tanggung jawab,-1
sangat wajar lah asn berat dengan pindah ibu kota wajar sudah punya keluarga dan hidup sana resiko kerja thats enough,-1
provinsi kalimantan timur akhir pilih bagai lokasi ibu kota negara yang baru tepat di dua kabupaten yakni kuta kartanegara dan najam paser utara presiden nyata pindah ini telah lalu kaji yang matang  cnnindonesia pic twitter com t0tdnqcbtd,1
terus dengan pindah ibukota ke kalimantan gmn nih min  moga hutan kalimantan baik baik saja telah jadi ibu kota ,1
tuh kan bani kampret ribut2 pindah ibu kota  baru awal 2021 mulai bangun  turut bupati penajan bangun makan waktu 4 tahun  jadi yg terima enak nya pasti presiden lanjut pak jokowi belum tentu bisa nikmat duduk kursi ibu kota baru,1
konferensi pers presiden joko widodo tentang pindah ibu kota di istana negara jakarta senin 26 8 siang ,0
saya hanya sorot statement bahwa dengan pindah ibukota negara ke tengah negara akan jadi perata bangun kenapa statement itu cantum dalam alas pindah ibu kota apa kata washington dc ibukotabaru,1
pindah ibu kota untung elit politik dan bisnis korban rakyat  pic twitter com 8sfkrncjqc,-1
pindah ibu kota dalam ada ekonomi rakyat sedang tidak baik saja adalah bentuk tindak ketidakpedulian perintah kepada sejahtera finansial masyarakat,-1
hi kate biaya pindah ibu kota ini lebih murah daripada biaya yang minta untuk baik jakarta and also it s the first step to change our mindset to be not javacentric so i believe it s a worth expense to spend - indonesia should no longer have javacentric mindset,1
begitu urgent dan desak pindah ibu kota ini ayo masih banyak soal lain yg lebih penting,-1
jangan ada isu boros negara kait wacana pindah ibu kota luas lahan yang guna harus dapat saran dari beberapa pihak kait lahan yang guna harus sesuai pada proses meta dan butuh dasar hukum yang laku,-1
bisa bilang perintah cari aman dalam pindah ibu kota selain tidak rawan bencana tentu akan minim risiko demo atau ricuh dengan massa yang banyak  tp ya bisa bilang itu bonus pindah dari jawa yang padat ini,1
jokowi 19 dari biaya pindah ibu kota guna apbn  pemindahanibukota,1
jokowi 19 dari biaya pindah ibu kota guna apbn ,1
lho dpr belum terima naskah akademis perintah soal pindah ibu kota ibukotabaru ,0
bagai kad tikai dan tengkar dki tolak pindah ibu kota potensi cipta tikai dan tengkar baru dan itu bagus ,-1
telah esemka telah hutang telah banyak lagi sekarang bicara pindah ibu kota pic twitter com dhau1zrdi1,-1
telah terima surat kaji dari presiden jokowi dpr tunggu naskah akademik pindah ibu kota pic twitter com bb7aktsjdo,0
3 jika lihat dari alas pindah ibu kota pulau jawa sudah tidak bisa tampung kembali tumbuh duduk yg pesat dan beban padat duduk yang sudah sangat padat  dan sisi lain pindah ibu kota akan dorong tumbuh ekonomi kawasan timur ibukotabaru,1
apa hanya saya yg rasa isu pindah ibu kota ini ndak jauh dari dar ngeprank jgn harap lebih dgn sesuatu yg blm sampoerna,-1
tuju saja datuk cuman yang lagi hangat dan sangkut hajat hidup rakyat itu hal anggar pindah ibu kota negara hal capim kpk hal polemik banser,-1
pkb siap dukung konsekuensi pindah ibu kota,1
pak presiden pindah ibu kota jgn sampai gerus anggar yg lain utama anggar beasiswa kuota jgn sampai rang savebppdn sdmunggul pakpresidenjangansampaikamiberhentikuliah,-1
pindah ibu kota ke kaltim rupa langkah strategis yang laku oleh perintah pertama jakarta akan fokus bagai kawasan bisnis mungkin hanya wakil perintah di sana dalam kerangka laissez faire maka ini sudah pas,1
diskusi geser aja gak tarik bahas pindah ibu kota negara lebih produktif bicara langkah2 nang papua,-1
pindah ibu kota negara ke kalimantan timur buat pt hutama karya persero optimistis akan ada peluang proyek yang bisa kerja ke depan ,1
pindah ibu kota adalah salah satu jalan pecah masalah yg sudah sangat berat di tanggung jakarta mana jawa dan jakarta susah sangat padat duduk dan masalah sudah sangat rumit sudah saat kita pecah masalah dari akar ,1
ridwan kamil dukung pindah ibu kota indonesia,1
4 catat prabowo soal pindah ibu kota ke kuta kertanegara dan najam paser utara,1
perintah target pindah ibu kota mulai 2018 ,1
gagas sejak era soekarno presiden jokowi jelas alas perlu pindah ibu kota negara  jpnews ,1
jagan dikit jokowi masalah apa jokowi jokowi sekarang lg fokus ke urus pindah ibu kota jagan sesal telah pilih jokowi kemarin telah pilih ya sudah lah terima saja itu aja sih ,1
kadin ajak dunia usaha dukung pindah ibu kota ke kaltim vivanews,1
politikus pks mardani ali sera ingat presiden jokowi bahwa pindah ibu kota bukan urus perintah saja tapi juga dpr,0
duaarah tuju dg pindah ibu kota baru kota bisnis dan kota perintah memang harus di pisah para elit bisa kerja maximal buat indonesia jaya dan rhoma irama jelas tidak tuju krn musti merivisi lirik lagu ,1
sbnar nya tak mas dgn pindah ibu kota baik itu mau pindah sekali 10 tahun atau sekali berapa tahun dgn alas perata pembngunan ekonomi dan sbg nya asal dana pindah ibukota ini tidak beban kepada masyarakat untuk jangka panjang nanti nya,1
sy yakin bahwa sampai 2024 jkw kuasa pindah ibu kota di panajam kaltim tdk ada realisasi fisik yg signifikan di lapang,-1
kepala bappenas pindah ibu kota paling lambat 2024 skalanews via,1
gak ada yg sia minimal kita bisa ajar dari nya dari pindah ibu kota kita bisa ajar ,1
dpr terima surat pindah ibu kota besok bawa ke paripurna ,0
buah beda komentar followers jktinfo kiri  folkative kanan ttg pindah ibu kota pic twitter com kd7ml7catn,0
4 pindah ibu kota negara pandang bagai sesuatu yang sudah sangat desak dki jakarta kata presiden  sudah tanggung banyak beban yang amat berat indonesiaibukotabaru ibukotabaru pic twitter com xnbvpcx7d9,1
mantap bpk jokowi moga cepat di realisasi bangun sehingga proses pindah makin cepat dan pusat perintah di ibu kota baru segera laksana sehat selalu untuk bpk jokowi dan seluruh aparatur,1
2 hal itu sampai oleh presiden saat sampai terang pers soal pindah ibu kota di istana negara pada senin 26 agustus 2019 indonesiaibukotabaru ibukotabaru pic twitter com asgygxkdqu,0
warga batas sambut gembira pindah ibu kota negara  pic twitter com d17wfhuiul,1
pindah ibu kota perintah hutan lindung kaltim tak akan ganggu baca berita kini dan dapat uang ayo download baca plus dan isi kode invite-ku f1mfaclyge dengan klik di sini ,1
bener bgt ini cuma masalah siapa yg mimpin gak ada faedah yg besar dari pindah ibu kota,-1
kadin minta usaha dukung pindah ibu kota ke kaltim,1
4 catat dari prabowo untuk jokowi soal pindah ibu kota ,0
pindah ibu kota  waskita toll road bakal untung mengapa pic twitter com 4juqav9wxm,0
dukung ini harap susy susanti atas pindah ibu kota ,1
berita pagi ini msh tntang papua dmn perintah belum bisa identifikasi problem papua satu sisi pak presiden dan bantu msih sibuk dgn pindah ibu kota,-1
tuju om cuma kalau tdk sekarang kapan lagi sejak zaman pak karno wacana pindah ibu kota gulir akan tetapi semua tdk berani resiko tunggu lahir pimpin besar macam jokowi untuk itu bagai rakyat indonesia layak apresiasi langkah berani jokowi ,1
yang seperti ini yang masih harus bahas pak presiden bukan pindah ibu kota negara rakyat sedang menang woiiii,-1
pindah ibu kota bukan prioritas utama saat ini dan saya yakin pak jokowi tau hal itu lima tahun perintah ke depan hanya ada bangun phisik sarana dan prasarana dalam prosentase yang sangat minim lalu apa yang jadi tuju utama hanya nama dlm sejarah,-1
hal yang perlu tahu soal pindah ibu kota ,0
perintah tunggu hasil kaji belum buat ruu ibu kota baru ada 2 mungkin yg jadi thd rencana pindah ibu kota ini pacu gairah tumbuh ekonomi nasional atau balik hancur ekonomi nasional negarabutuh supervisi yang ketat ,0
ruarrrrr biasa mega project nih untuk infrastruktur jangan lupa cicil hutang  bunga apakah bisa selesai dalam waktu 5 tahun jokowi biaya pindah ibu kota capai rp 466 triliun - bisnis ,-1
surya paloh pindah ibu kota cermin berani perintah jokowi -,1
randa shared pindah ibu kota harap dukung sarana olahraga pic twitter com n1hbllpwrw,1
twittizen shared pindah ibu kota harap dukung sarana olahraga pic twitter com jgd1iqp4t1,1
pindah ibu kota harap dukung sarana olahraga  pic twitter com razcafem69,1
pindah ibu kota butuh waktu panjang pic twitter com fxpevqg37o,0
kita lihat aja nanti pindah ibu kota tanpa seijin parlemen mau apa dpr anggap sampah  manfaat langsung kpd duduk setemoat apakah ada curiga ibu kota akan jadi bagi dari miss negara tentu bangun biaya dari dana utang masuk akal ,-1
ibu kota negara di kaltim bupati abdul gafur mas ud bisa maju indonesia tengah dan timur pindah ikn di kalimantan buah wujud sila ke 5 pancasila yakni adil sosial bagi seluruh rakyat indonesia,1
perintah terus usaha dalam tangan konflik yang ada di papua untuk rencana pindah ibu kota bukan wacana baru hal ini sudah di rencana cara matang dari beberapa tahun yang lalu mari kita dukung selesai masalah di negeri ini serta stop provokasi dan hoax,1
tolak pindah ibu kota  portal islam ,-1
- pindah ibu kota telan biaya rp466 triliun duit dari mana,-1
pindah ibu kota tidak akan pengaruh ekonomi rakyat pak presiden rakyat indonesia aja masih banyak yg ekonomi nya bawah garis miskin pak,-1
dpr telah terima surat perihal pindah ibu kota dari presiden jokowi hari ini dpr akan gelar rapat paripurna dengan agenda baca surat sebut ,0
antisipasi resesi apindo ingat soal waktu pindah ibu kota ,1
apalagi di pulau kalimantan di sebut paru paru dunia dengan ada rencana pindah ibu ke kota itu sungguh khawatir lestari alam sana jendral  moga ibu gak jadi pindah mirip nasib esemka,-1
warga jakarta paling dampak dengan pindah ibu kota ,-1
