tweet,label
 beberapa aspek  kaji  pindah ibu kota ,0
jd apa fungsi klo pindah ibu kota pak tdk  komnksinya dg wakil rakyat,-1
tuju alas realisasi sila  adil sosial  seluruh rakyat indonesia dgn perata multiplier effect pindah ibu kota  alas teknis lain atas kondisi jkt  pulau jawa,1
 tuju  upaya pindah ibu kota    waktu  dekat   pilih  tepat samping memang banyak  perlu siap  pindah ibu kota   masuk butuh  desak   laku  segera,1
bingung aku sama orang yg nolak pindah ibu kota aku tuju sih  indonesia butuh perata cuk,1
teliti presiden perlu bentuk badan otorita pindah ibu kota pic twitter com wwglzx wu,0
 reaksi orang  pindah ibu kota malah bikin meme pindah  bangun  landmark nya kan ibu kota ga selalu  lebih maju  kota lain kalo gitu cara pikir semua kota  dijadiin ibu kota dulu biar semua  maju,0
pindah ibu kota alih isu papua,-1
tanya sederhana  jk  turut komentar pindah ibu kota negara mk apa tanggap  dgn prmintaan kawan  anies baswedan gub dki jkt yg minta rp t utk baik dki jkt ada komen cerdas dr ,0
mantab jiwo  tuju kan nama kartanegara jg bawa bro kuta kartanegara kan  prinsip beliau  gerindra tuju laku pindah ibu kota  catat kata juru bicara pribadi prabowo dahnil anzar simanjuntak,1
abis ngumumin pindah ibu kota negara biasa jawab pake gempa entah  daerah mana we ll see,-1
apa  berita     presiden rencana pindah ibu kota  kalimantan timur hmmm jadi ingat   jonggol bogor anak milenial  ga tau  kang pic twitter com tl mvqqym,-1
buru guys kalian  mesti ikut komen  saksi sejarah pindah ibu kota indonesia  video  komennya bejibun   tinggal jejak semua resmi presiden jokowi umum lokasi ibu kota baru via,0
prabowo subianto dukung pindah ibu kota,1
kakak dapid td lg meeting pindah ibu kota kata,0
pindah ibu kota indonesia  jakarta bogor   mudah   libat mahkamah otoritas internasional den hag piagam serikat bangsa bangsa  mou antar negara  back up atas dana uang colateral jamin logam emas mulia lisensi payung hukum pic twitter com dv lbejcr,-1
pindah ibu kota indonesia  jakarta bogor   mudah   libat mahkamah otoritas internasional den hag piagam serikat bangsa bangsa  mou antar negara  back up atas dana uang colateral jamin logam emas mulia lisensi payung hukum pic twitter com p o acgx,-1
pindah ibu kota indonesia  jakarta bogor   mudah   libat mahkamah otoritas internasional den hag piagam serikat bangsa bangsa  mou antar negara  back up atas dana uang colateral jamin logam emas mulia lisensi payung hukum pic twitter com krzxqpjkf,-1
bapak tdk tolak tp bapak cuma jelas kakurangannya sja tp tdk sisi baik coba bapak sma  utara  baik dr pindah ibu kota biar masyarakat jgn  liat pandang bapak dr sisi  buat arah pikir masyarakat  arah,0
prabowo tuju pindah ibu kota  catat  prinsip beliau  gerindra,1
   perlu tahu soal pindah ibu kota  beberapa poin  perlu,0
pindah ibu kota bukan solusi justru tambah masalah baru    jalur obor cina  justru  mudah cina kuasa indonesia pic twitter com um zmmt xj,-1
presiden jokowi umum lima alas pindah ibu kota  najam paser utara,1
tdk mungkin t   cair    ambil dri apbn  apbd  rencana pindah jantung ibu kota  kaltim  pasti pengaruh besar pd tumbuh usaha  bisnis  dki jdi utk apa dana  jokowi sendiri kata   kaji,0
pindah ibu kota trending  twitter lihat komentar komentar lucu warganet via,0
baca komen umum pindah ibu kota  ig be like pic twitter com yikz km,0
pindah ibu kota hutan lindung kaltim tak ganggu via,1
proses pindah makan biaya t bagi tanggung wilayah ibu kota baru eh  bener sih mindahin  provinsi kaya se indonesia biar duit kepake ,-1
tokoh masyarakat kaltim james bastian tuwo sambut positif pindah ibu kota putus sebut nilai bukan   pasti  perata bangun  luar pulau jawa   bawa visi indonesiasentris pic twitter com gvxt pkqcp,1
tuju bg  y rencana pindah ibu kota   penting kelompok eksekutif  bs numpuk kaya dgn proyek yg sdh  rencana bs nambah utang lg sm china,-1
aku tunggu ribut tntang pindah ibu kota salah alas pindah krn jakarta rawan bencana sprti banjir n gempa tp konon calon ibu kota nnti  kata rawan bncan yg sm blm lg anda bencana  jadi nnti pst blng  azab bla bla,-1
alhamdulillah bang sdh jabar dgn baik kena pandang nya  rencana pindah ibu kota terimakasi tmn semua yg sdh nonton trs udh nih min belumm krn   lsg luncur   acara  sisi sukses bang pic twitter com dbikaplus,0
dengung rencana pindah ibu kota republik indonesia  dengar sejak lama hari  umun resmi kalau baru koar hari  kemaren kemaren   kalian apabila rakyat  pimpin daerah  dapat sampai  suatu rencana  resmi,1
diri  terlalu kecil  bicara ide ide besar  bubar banser bintang kejora  pindah ibu kota misal    terlalu sering rugi orang  bahkan teman sendiri    toxic  diri   mampu  tangan,0
inti  semua catat  poin  lebih cakap kede kopi saja  ibu kota resmi pindah dgn dukung penuh prabowo  gerindra  catat  bukan  henti rencana pindah ibu kota  legitimas kemudian,1
kait rencana pindah ibu kota  kalimantan banyak  bakar jenggot dengar  tsb  karna  jadi pindah  jual agama buat politik  bakal laku  kalimantan bener  bang,1
presiden tegas pindah ibu kota baru tak beban apbn pic twitter com mgphn zn,1
presiden tegas pindah ibu kota baru tak beban apbn pic twitter com bhcnomvnfn,1
insyaallah   wisuda betul  duduk asli kalimantan sangat tuju  pindah ibu kota,1
rencana pindah ibu kota indonesia  kalimantan tuai dapat  bagai kalang  muncul usul jajak dapat publik lalu bagaimana dapat warga jakarta kena jajak dapat  ikut liput pic twitter com b xhmnypld,0
publik  tau bang kmn arah pindah ibu kota    aja,-1
fahri hamzah nilai presiden jokowi kurang himpun masuk  ahli ketatanegaraan kait pindah ibu kota,-1
pindah ibu kota tebus segala yg pernah gagal ,-1
following aku nyinyir ttg pindah ibu kota repost postingan  pak wiwi yagitu nyinyiiiiiiir aku liat username  pantes dulu dukung garis keras pak wowo,-1
pindah ibu kota baik lalu undang undang,-1
   perlu tahu soal pindah ibu kota  beberapa poin  per,0
bilau lihat sederhana  berani  serius  kerja pindah ibu kota bukan soal kecil   berani  kaji yg serius   mampu pic twitter com imxllbeeyn,1
   perlu tahu soal pindah ibu kota  beberapa poin  per,0
ga tuju pindah ibu kota udah ken ngetwit gitu aja lagi ni rangorang mikirnya ibukota bakal pindah bulan depan apa yak sok lah spekulan tanah mulai gerak paling  udah  kemaren,-1
 yg mungkin luput  kaji pindah ibu kota nasi uduk  jangan sampe kaga,0
gubernur anies temu jokowi bahas pindah ibu kota,0
 ngebayangin gmna proses pindah ibu kota  yg  kasih gambar,0
aneh sih liat komen soal pindah ibu kota  yg pindah cuma pusat perintah bukan pusat ekonomi  pikir pindah pusat perintah gk  implikasi pda bentuk pusat ekonomi baru,-1
   perlu tahu soal pindah ibu kota pic twitter com qfir wbshu,0
presiden laku konferensi pers pindah ibu kota yuk simak infografis   indonesia butuh ibu kota baru pic twitter com ghwtvpxvls,1
f pdip pindah ibu kota pernah bicara  komisi xi,0
prabowo tuju pindah ibu kota  catat,1
amat ingat ancam deforestasi kait pindah ibu kota,-1
senayan ingat masalah papua lebih penting ketimbang pindah ibu kota,-1
slmt mlm apa mungkin pindah ibu kota  kait nya dgn gubernur skrg,0
timbang  tambah utang gitu maksud  nikmat gelintir orang kok  menjastifikasi  kalah menang  kalau   mikir  tolong dampak  ekonomi depan bagaimana baik  pindah ibu kota begitu penting,-1
ketua komisi ii optimistis regulasi pindah ibu kota selesai,1
ngomong apa kau lek sok jago kira mimpin negara  enak kira ide pindah ibu kota  siapa  era  belum,0
ketua komisi ii zainudin amal optimistis bahas regulasi kait pindah ibu kota selesai  periode,1
pindah ibu kota   proker  kampanye gak yak,0
beliau tepat  jadi beliau   pengaruh  isu pindah ibu kota,-1
indef tak  dampak ekonomi signifikan rencana pindah ibu kota  kalimantan,1
presiden engga ngajak diskusi lembaga lembaga negara  soal pindah ibu kota wajar  kan raja bukan republik,-1
kait pindah ibu kota  jakarta  kalimantan timur perintah minta beri insentif  usaha  hendak investasi  salah satu provinsi  pulau borneo sebut,1
harap n nyata realitas yg  teral mobil esemka vs pindah ibu kota,-1
nih bil buat kamu  sungguh nya pindah suatu ibu kota rupa pilih    jelas  ajar  waktu lama  kaji  ahli nya banyak info dulu biar ga bikin story pro kontra just take a look and see,1
serius nnya skema ppp alias kpbu  proses pindah ibu kota bentuk kongkrit nya  apa  ntar pake sistem bot     baca detail nyari  web kalian ga nemu cc,0
pindah ibu kota  proyek gagah gagah ala bandung bondowoso,-1
ibu kota negara pindah  kalimantan perintah harap paling lambat pindah,1
  bicara untung rugi pindah ibu kota negara luar  mana dana bangun ibu kota negara krn  sangat suka,0
skema pembiayan pindah ibu kota negara lewat ,0
presiden joko widodo tetap najam  kuta kartanegara  ibu kota baru ganti dki jakarta lansir  idn times jokowi sebut lima alas pindah ibu kota pic twitter com s wltt ohv,1
pindah ibu kota negara   kurang timpang,1
pindah ibu kota  ada analisis analisis ilmiah   analisis gaul bila anak anak muda pilih guna anjir ketimbang bungul mohon batal pindah,-1
pindah ibu kota pindah thn pilih presiden mulai bakal pilih mpr  masa jabat lama thn  realisasi,0
tolong sadar yg paling urgen  indonesia   didik sehat ny pindah ibu kota  alas bangun sangat tdk masuk akal  bukti satu periode belum bapak memang tdk beres bangun indonesia,-1
moga rencana pindah ibu kota lancar nan aman  ibu  jadi besan ,1
tengah hingar bingar urus pindah ibu kota  saudara yg ibadah  susah urus  lupa,-1
senin pukul wib presiden  tetap kalimantan timur  tepat  panajam paser utara  kuta kartanegara mau tahu  mana anggar pindah ibu kota,1
 jangka panjang pindah ibu kota negara indonesia rupa jawab baik,1
bisnis ekspedisi bakal tingkat iring pindah ibu kota  kaltim pic twitter com jsqir c,1
seperti    besar  sengaja tutup balik rencana pindah ibu kota  apa  entah,-1
memang presiden  eksekusi sendiri pindah ibu kota negara  tuju lembaga  raja kali,-1
 beberapa poin  perlu tahu  pindah ibu kota liput lokasi luas lahan risiko bencana biaya hingga komitmen jaga lingkung,0
pindah ibu kota  proses pindah tuju hancur,-1
 lahir  jakarta darah batak dukung penuh pindah ibu kota nkri yg  umum  presiden moga rencana yg baik jalan lancar  sukses,1
presiden jokowi  umum  daerah   jadi nah salah satu efek pindah ibu kota sebut  lihat  sini,1
pecah belah cuma gara gara penting politik pro kontra pindah ibu kota pro kontra bubar banser fpi pro kontra investor asing cukong pro kontra pin emas mobil dinas jabat pro kontra opm,0
ekonom ui pindah ibu kota  untung ekonomi  signifikan pic twitter com scpew l c,-1
pindah ibu kota djarot jakarta lebih longgar,1
 urus swasta   yg suruh mikir  inti jokowi tak sebut hutang  pindah ibu kota,-1
 prinsip beliau  gerindra tuju laku pindah ibu kota  catat kata juru bicara pribadi prabowo dahnil anzar simanjuntak,1
rencana pindah ibu kota dr boss cebong keok telak  jajak dapat ayoo bong dungu dukung,-1
gubernur kaltim siap dukung pindah ibu kota pic twitter com azzxnnfk i,1
sherly annavita pindah ibu kota bukti gagal jokowi,-1
pikir klo pindah ibu kota bukan pikir ide pak jokowi apa jadi isi tl twitter ,0
prabowo tuju pindah ibu kota  catat  prinsip beliau  gerindra tuju laku pindah ibu kota  catat kata juru bicara pribadi prabowo dahnil anzar simanjuntak,1
fahri hamzah sayang putus pihak pindah ibu kota pic twitter com denja hfk,-1
pak dar tanya yah    jamin kalo proses pindah ibu kota dana nya gak  korupsi,-1
anggar nya  lebih murah banding cantik dki anggar pindah ibu kota  t anggar cantik dki t cantik  bambu  jaring hitam,1
kalau benar presiden rasa  pilih rakyat presiden   dengar aspirasi rakyat jangan asal putus   rakyat bpk jokowi tdk mungkin jd presiden  keluarga besar tolak pindah ibu kota,-1
moga pindah ibu kota perlu  timbang  sisi sepiritual  sejarah pulau jawa,-1
urgensi pindah ibu kota sendiri  apa pak,0
pindah ibu kota utk penting siapa rakyat  curiga koq seperti sangat paksa   agenda  yg sembunyi,-1
pindah ibu kota  tuju tp  urusin pindan kontra perintah   ttp fokus pd janji  problem lainny bangun sdm bangun infrastruktur indonesia bpjs bumn rugi ,1
perintah harap akhir ibu kota mulai konstruksi paling lambat proses pindah ibu kota negara,1
ridwan kamil nilai pindah ibu kota negara kurang efisien,-1
   pindah ibu kota  kaltim  benar  dampak plus minus,0
gagas sejak lama begini jelas alas presiden jokowi soal pindah ibu kota negara,1
pindah ibu kota baru tak beban apbn begini presiden jokowi rinci sumber biaya kuta kertanegara dki kertanegara kaltim pic twitter com rcjkjewmcn,0
 ga mngangkat isu masalah papua atw mobdin presiden menteri atw pindah ibu kota  kaltim,-1
pindah ibu kota  tengah tengah indonesia harap  perata bangun,1
semua terlalu sibuk urusin pindah ibu kota ayo semua sibuk perbaikin moral ,-1
gagas sejak era soekarno  alas perlu pindah ibu kota menusut presiden jokowi,1
anies minta anggar t  cantik dki pindahin ibu kota anggar t koq  lebih murah anggar pindah kota pantesan dki  bikin amburadul  anies  tuju utk oleh anggar t wah asik anggar  jadi bancak,1
proyek pindah ibu kota  buat  proyek infrastruktur  jawa bahkan tol trans jawa bangun tp ibu kota pindah,-1
jaring advokasi tambang jatam kira pindah ibu kota    untung milik,-1
biaya pindah ibu kota  kali nilai klub elite real madrid barcelona mu munchen  juve,-1
 putus pindah ibu kota   era pak jkw   mesti selesai  era pak jkw ingat  besar skala  semua aspek  hrs berprespektif jangka panjang  mulai   kalah besar   lanjut  selesai,1
apa  pindah ibu kota  nambah utang  modal swasta yg libat  china ,-1
knp ibu kota hrus paksa pindah pdhal  banyak kerja perintah yg  yg lbih penting spt jangan naikin iur bpjs jangan naikin listrik  bbm pindah ibu kota  kerja besar besar biaya  lain pikir logis utk sejahtera rakyat dulu lah,-1
gubernur dki jakarta anies baswedan tanggap positif rencana pindah ibu kota   pindah  pusat perintah  jakarta tetap prioritas bangun  tetap jadi kota bisnis uang pusat dagang  jasa,1
tadi denger pidato ttg pindah ibu kota fokus gua  dana apbn terus disebutin  bantu swasta  sbgnya,1
 luar pro kontra pindah ibu kota semua  punya pandang yg pro  yg kontra   pindah    semua siap aja beli gedung perintah  jadiin pesantren tahfizh hehehe biar jkt jd kota pic twitter com w hxhfvp,1
yuk simak alas pindah ibu kota  muka presiden joko widodo  konferensi pers  istana negara jakarta senin pic twitter com lswm kpdrl,0
sepi respon rakyat tak  gegap gempita tak  harap pindah ibu kota  jadi agenda gelintir elit   demagog politik  makelar apa untung gesa  kondisi ekonomi yg morat marit hutang tumpuk ampun,-1
berita populer detikfinance senin dominasi pindah ibu kota  kalimantan timur kaltim,0
pindah ibu kota bkn  mau presiden sendiri  hrs acuh  uu  tuju dpr ri baik janji kampanye  tunai duluh,-1
maaf kawan aku   jawab   tahu  engkau ajak berdiakusi  indonesia hari  kena masalah papua  pindah ibu kota aku  jawab  tahu  sungguh aku  tahu   sedang alami krisis sadar,0
  konferensi pers  pak presiden kena pindah ibu kota ri   jamin  real rth kurang kurang  luas wilayah kota sesuai  uu no thn ttg tata ruang,-1
 laku usaha minta  pindah ibu kota indonesia  dki jakarta  kalimantan timur laku hati hati  tengah kondisi ekonomi  tak tentu,1
 pindah ibu kota  boros,0
  dukung pindah   jelas jawa  berat tahan beban ibu kota,1
pak fadli cucur sedikit biaya pindah ibu kota  tangan karhutla  riau  kurang udara bersih pak,-1
 kondisi   plus hutang negara  t bangga  pindah ibu kota  butuh biaya t gue  nyari apa sih urgensi tengah ekonomi  lemah,-1
pindah ibu kota butuh payung hukum,1
cukup bijak emang bener sih pindah ibu kota  sebenernya bukan suatu urgensi tp mungkin perintah sedang laku suatu upaya moga aja  jadi adil sosial  seluruh bangsa indonesia,1
 apa dgn president ri mgkin  baik  pindah ibu kota  terlalu jauh  jakarta  jokoei memang mau lari  tanggung jawab ayom rakyat hingga  pergi jauh  beban rakyat,-1
 kata kalang usaha kait pindah ibu kota  kaltim,0
  plus minus pindah ibu kota and i want to know it   siap ancang gitulah,0
baca data calon ibu kota presiden jokowi baru  sampai wacana pindah tuju provinsi kalimantan timur  wilayah  aju  kabupaten kuta kartanegara  kabupaten najam,0
sempat terfikir  langsung tepis gak logis turut  masa sih putus penting pindah ibu kota cuman gara politik elektoral sangat dangkal sekali justru  ciri sikap negarawan  jadi   buah pikir nya gus nadir  emosional,-1
kait pindah ibu kota mardani pks perintah  segera aju undang undang,0
boros lahan ridwan kamil kritik desain ibu kota baru  kalimantan timur,-1
 pindah ibu kota bukan  masalah presiden  mardani ali sera kata  dpr  mpr  ikut libat  dasar kaji dalam perlu ada uu   revisi  lain aju baru pic twitter com ebvztykk u,1
apbn  biaya pindah ibu kota  kalimantan timur besar rp triliun   total anggar  butuh,1
buat kalian  terlalu fanatik  pindah ibu kota ingat ibu kota pindah kalian tetap gitu aja kalau   laku  gak usah terlalu  urusin  bukan urus kalian mending kalian nikmat hidup   enjoy aman,0
boros lahan ridwan kamil kritik desain ibu kota baru,-1
 dapat ridwan kamil soal pindah ibu kota indonesia  news jawa barat,0
masyarakat gunung mas minta hormat putus pindah ibu kota,1
ngopi dgn ibu ttg pindah ibu kota  cpns yg  dtg bu  daftar cpns tu  solok banyak yg dibutuhin jwb jauh e susah  plg  bu gmn kalo daftar dpr  kan mau pindah tu sapa tau pindah  dprnya sono jwb cepat daftar o mbak  hmmm,1
mas dandy  pindah ibu kota     penting gelintir orang  mas beda tuju  soekarno waktu    apa mas,0
ekonom sebut pindah ibu kota  kaltim  kurang timpang,1
 ngapain  ngecengin anies dah soal pindah ibu kota emang realisasi tahun cukup yg  anies keburu lengser ibu kota blm pindah ,0
ini alas pindah ibu kota baru  oenajam pasir utara  kuta kartenegara pic twitter com trcmr xw m,0
kata bang pindah ibu kota rupa putus yg grasa grusu hmm sepakat  bang pic twitter com kmtjknfn h,-1
mohon kaji  kabid mitigasi gempa  tsunami bmkg daryono kata rencana pindah ibu kota baru  rencana  matang kondisi geografis  kalimantan dasar data bmkg temu pernah jadi gempa  tsunami pic twitter com kyctlvhezo,-1
pak presiden  d kaji dulu pindah ibu kota  rakyat   banyak miskin anggur d mana mana,-1
jalan  proses pindah ibu kota bmkg   siap rencana tambah sensor gempa  pulau kalimantan,1
si togog rasa negara  punya  pindah ibu kota harus  putus dpr bukan presiden kok enak aja buat putus,-1
mau komen  pindah ibu kota  ga jadi,0
dampak pindah ibu kota  lemah ekonomi global,0
expresi wan abud pas konpres  pindah ibu kota negara  kalimantan pusing pala anaaaaa pic twitter com ogjsnqft,0
visioner kalian generasi millenial nanti yg  rasa manfaat pindah ibu kota,1
pindah ibu kota  untung ekonomi  signifikan,-1
pindah ibu kota cuma alih isu haha,-1
bambang kata kaji pindah ibu kota,0
soal pindah ibu kota amat ikan  catat,0
pindah ibu kota terus  yg protes  ga mikirin masalah lapang kerja  ngurusin pindah padahal kalau liat  sudut pandang   kan kalau  bangun arti bakal  buka lapang kerja dong  proyek,1
tanya sy cm satu siapa yg untung dlm pindah ibu kota ,0
ibu kota adlah simbol hegemoni kuasa   situ istana ada  ada agenda pindah ibu kota   implikasi rubah peta hegemoni kuasa yg lama  genggam jawa mungkin jawa  rela hegemoni diambilalih luar jawa,0
soal pindah ibu kota amat ikan  catat,0
pingin samyang malem karna lewat emois sama pindah ibu kota  blokir internet papua,-1
sangat  apresiasi langkah perintah atas pindah ibu kota negara,1
umum pindah ibu kota tak dampak ihsg turun poin  level pic twitter com byj gor,-1
apa  jadi berat kalang dpr  rencana pindah ibu kota  bahas ruu ibu kota baru  jalan mulus  dpr nonton bahas  pkl wib live streaming pic twitter com qfl tysvwm,0
pak ken baca dong  hasil kaji pindah ibu kota   supayaaa,0
berapa urgensi pindah ibu kota,0
  pindah ibu kota  jadi   pasti perata ekonomi betul betul jadi bukan dar wacana,-1
jokowi  putus pindah ibu kota bakal tel dana hingga rp triliun,1
 bukan  posisi tolak    segala biaya untung  rugi  hitung matang   pindah ibu kota  tentu  tambah hutang negara   bijak   libat seluruh pihak bukan  eksekutif ,1
ingat presiden pindah ibukota jangan tambah utang negara,-1
breaking news himpun kawasan industri indonesia buka suara kena pindah ibu kota bagaimana dapat  atas pindah sebut  sisi ekonomi simak lengkap ,0
gerindra dukung pindah ibu kota  wakil ketua komisi ii dpr   mengat,1
 baca  justru indikasi  motivasi politik   pindah ibu kota  belum   duga  dangkal ,-1
alih alih soal papua  usai makin kesini makin panas sontak perintah putus pindah ibu kota,-1
pak f  rekomendasi tempat yg  tampung orang sana perihal event  kantor sy kait pindah ibu kota terima kasih,0
fahri hamzah tak tuju pindah ibu kota pic twitter com bigrpfvb s,-1
breaking news ibu kota negara resmi  pindah  berapa biaya  butuh  kapan proses pindah tepat laku simak lengkap ikut ,0
kutip pindah ibu kota negara  kalimantan timur  laku presiden joko widodo  jadi tipu besar  sejarah indonesia   sampai ekonom  universitas indonesia fithra faisal hastiadi,-1
tetap ibu kota  kaltim picu banyak antusiasme  bagaimana  bijak  dampak buruk  mungkin jadi  pindah pusat perintah  bumi etam lengkap ketuk pic twitter com dkfroivcvc,0
 ekonom  ui fithra faisal hastiadi dampak pindah ibu kota  tdk cuma pandang  sisi ekonomi  bicara bukan faktor ekonomi  to faktor non ekonomi   pindah bukan  dampak ekonomi  cipta ucap,-1
 jumlah negara pindah ibu kota  mulus  bayang,-1
gerindra eksekutif jangan pihak putus pindah ibu kota  sisi mampu biaya pindah ibukota  butuh dana  besar hampir rp triliun tanya uang         defisit anggar,-1
sek sek sek aku  baca berita resmi satu   pindah ibu kota kayak  siap  mikir yg  berat gitu pokoe aku gamau tau dulu,-1
bukan gak tuju pindah ibu kota naun  yg lebih urgent  baik ekonomi buka lapang kerja yg luas luas korban phk  ratus ribu loch buat apa bangun ibu kota   jual aset  hutang jangan  rakyat opini  nkri mau jual,-1
presiden jokowi jelas alas perlu pindah ibu kota negara media aliansi indonesia,1
 pindah ibu kota   biaya   biaya bagaimana  pakai  bayar hutang ln indonesia  kalau ibu kota pindah  kalimantan  dampak utang wilayah hijau  indonesia  jakarta mau  ubah jadi hutan,-1
gerindra dukung pindah ibu kota  wakil ketua komisi ii dpr   kata pindah ibu kota bukan perkara  mudah   perintah  timbang mampu uang negara,-1
pindah ibu kota the greatest hoax in history,0
jadi udah sah   obrol warkop pindah ibu kota tuh sih,0
 tumbuh ekonomi kisar apa yakin rencana pindah ibu kota negara  realisasi contoh sederhana esemka yg gk jelas lanjut,-1
masyarakat kalimantan timur pasti terima pindah ibu kota pic twitter com pd yqiph,1
pindah ibu kota  nafi masalah lingkung  hadap jakarta  kalimantan   jadi perhati utama presiden  pulih  izin tambang  calon ibu kota baru,1
seperti isu pindah ibu kota  jadi bahan diskusi  sama seru  milu kemarin  matkul semester   sarat  anggar negara v,0
oalah publik  baca kaji dalam bappenas kait pindah ibu kota  mana ,0
kritik fahri hamzah kait pindah ibu kota jangan jangan banyak jilat,-1
studi dalam naskah akademis pindah ibu kota  akses   kampus perlu tauu,0
pindah ibu kota vs the sims built city,-1
tinggal lucu an  topik ilc trand topik yg ter update napa bang  dampak  manfaat pindah ibu kota paham nu  ormas bunser  minta utk mundur bpjs  tawan negara china dlll silah isi kalau   ,0
kalau dana pkbu  swasta lebih banyak  apbn bukan motif ekonomis justru jadi kental pindah ibu kota  penasaran,0
  sudah bicara  pindah ibu kota sekadar ingat jangan lupa  papua,-1
tahap awal pindah ibu kota mulai tahun,1
   dasar uu pindah ibu kota  mimpi siang bolong,-1
